ID1,caseid,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2025,      638304901  2,1,4,AB,BCE,BCE, , , , , , , , , , , 
2025,      638402201  3,1,1,AB,K,K, , , , , , , , , , , 
2025,      638405101  2,1,2,AB,BK,K, , , , , , , , , , , 
2025,      638408201  1,1,2,A,K, , , , , , , , , , , , 
2025,      638504601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      638505501  3,1,2,A,AB, , , , , , , , , , , , 
2025,      638506201  1,1,1,A,B, , , , , , , , , , , , 
2025,      638603801  2,1,1,A,AK, , , , , , , , , , , , 
2025,      638605601  1,1,3,AB,CK,CK, , , , , , , , , , , 
2025,      638606201  2,1,1,A,BE, , , , , , , , , , , , 
2025,      638612302  2,1,3,AB,BK,BK, , , , , , , , , , , 
2025,      638700101  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      638700401  2,1,4,AB,BCE,AB, , , , , , , , , , , 
2025,      638701201  2,1,1,AB,BC,ABC, , , , , , , , , , , 
2025,      638704501  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      638704901  2,1,1,AB,B,BC, , , , , , , , , , , 
2025,      638800101  2,1,9,AB,K,K, ,2, ,2, , , , , , , 
2025,      638900501  4,1,1,AB,BC,BCE, , , , , , , , , , , 
2025,      638900701  2,1,1,Y, , , , , , , , , , , , , 
2025,      638903001  2,1,1,AB,BCE,B, , , , , , , , , , , 
2025,      638903601  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      638903801  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2025,      638905001  3,1,1,AB,AK,AK, , , , , , , , , , , 
2025,      638905701  2,1,5,AB,BCK,C, , , , , , , , , , , 
2025,      638906201  1,1,4,AB,K,K, , ,2,2,2, , , , , , 
2025,      638907301  2,1,3,AB,BEK,BEK, ,2,2,2,2, , , , , , 
2025,      638907501  1,1,3,AD,EK, ,K, , , , , , , , , , 
2025,      639001901  1,1,2,A,ABC, , , , ,2,2, , , , , , 
2025,      639002401  1,1,3,A,C, , , , , , , , , , , , 
2025,      639007701  2,1,3,AB,ABCE,ABCE, , , , , , , , , , , 
2025,      639013101  2,1,2,AB,BC,B, , , , , , , , , , , 
2025,      639102901  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      639102901  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      639103101  2,1,3,A,CK, , , ,2, , , , , , , , 
2025,      639108201  2,1,3,AB,CK,K, , , , , , , , , , , 
2025,      639108301  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      639109401  2,1,1,AB,ACE,BK, , , , , , , , , , , 
2025,      639208601  4,1,1,AC,BK, ,BK,2,2, , , , , , , , 
2025,      639215601  1,1,5,A,AB, , , , , , , , , , , , 
2025,      639215801  2,1,4,AF,E, ,K,2,2, , , , , , , , 
2025,      639218501  2,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      639218701  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      639301101  2,1,4,AB,C,C, , , , , , , , , , , 
2025,      639301101  2,2,3,AB,C,CE, , , , , , , , , , , 
2025,      639304701  2,1,3,AB,BE,BE, , , , , , , , , , , 
2025,      639305201  2,1,4,AB,BCE,BCE, , , , , , , , , , , 
2025,      639305701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      639309101  4,1,1,ABC,B,B,B, , , , , , , , , , 
2025,      639401102  2,1,4,AB,ABC,ABC, ,2,2, , , , , ,2, , 
2025,      639401103  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      639402601  2,1,2,AB,BC,C, ,2, ,2, , , , , , , 
2025,      639402601  2,2,1,A,ABC, , ,2, ,2, , , , , , , 
2025,      639404101  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      639407601  2,1,1,AB,C,C, , , , , , , , , , , 
2025,      639503201  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      639506901  1,1,1,A,BC, , , , , , , , , , , , 
2025,      639602401  2,1,1,AB,BC,BC, ,2,2,2, , , , , , , 
2025,      639603001  2,1,2,AB,ACK,CK, , , , , , , , , , , 
2025,      639603001  2,2,1,AB,ACK,CK, , , , , , , , , , , 
2025,      639607901  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      639607901  2,2,1,AB,BC,BC, , , , , , , , , , , 
2025,      639700501  5,1,1,A,B, , , , , , , , , , , , 
2025,      639702801  3,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      639706401  5,1,1,A,K, , ,2, , , , , , , , , 
2025,      639707301  5,1,1,A,B, , , , , , , , , , , , 
2025,      639800101  2,1,4,AB,X,X, , , , , , , , , , , 
2025,      639800101  2,2,3,AB,EX,X, , , , , , , , , , , 
2025,      639801901  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      639806201  2,1,3,AB,AB,B, , , , , , , , , , , 
2025,      639806401  2,1,2,AB,BE,BE, , , , , , , , , , , 
2025,      639806501  5,1,1,AB,AB,B, , , , , , , , , , , 
2025,      639900701  2,1,3,AB,ABC,BC, ,2,2,2, , , , , , , 
2025,      639902201  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      639904201  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      639904201  2,2,1,AB,BEK,BK, , , , , , , , , , , 
2025,      639904501  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      639908901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      640001901  3,1,2,A,CK, , , ,1, , , , , , , , 
2025,      640005101  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      640006101  2,1,3,AB,ABCK,BCK, ,2, , , , , , , , , 
2025,      640008301  1,1,1,AB,B,B, , , , , , , , , , , 
2025,      640008801  1,1,6,AB,BCK,BCK, ,2, ,2,2, , , , , , 
2025,      640101601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      640207201  2,1,2,AB,BC,BC, ,1, , , ,2, , , , , 
2025,      640207201  2,2,1,AB,BC,BC, ,1, , , ,2, , , , , 
2025,      640210601  3,1,1,A,BCE, , , , , , , , , , , , 
2025,      640210901  3,1,1,A,BK, , , , , , , , , , , , 
2025,      640216801  1,1,4,A,BC, , , , , , , , , , , , 
2025,      640216801  1,2,3,A,BC, , , , , , , , , , , , 
2025,      640217601  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      640221501  2,1,1,A,B, , , , , , , , , , , , 
2025,      640302601  4,1,2,AB,BE,BE, , , , , , , , , , , 
2025,      640302601  4,2,1,AB,BE,BE, , , , , , , , , , , 
2025,      640307001  7,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      640307701  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      640308601  1,1,4,A,BC, , , , , , , , , , , , 
2025,      640308601  1,2,3,A,BC, , , , , , , , , , , , 
2025,      640312501  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      640312501  2,2,2,AB,C,C, , , , , , , , , , , 
2025,      640402201  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      640406701  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      640407001  2,1,3,AB,B,B, ,2,2, , , , , , , , 
2025,      640407401  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      640407401  2,2,2,AB,BC,BC, , , , , , , , , , , 
2025,      640407601  2,1,5,AB,B,K, ,2, , ,2, , , , , , 
2025,      640409301  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      640409301  2,2,3,AB,K,K, , , , , , , , , , , 
2025,      640409401  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      640409401  2,2,1,AB,CK,CK, , , , , , , , , , , 
2025,      640502001  2,1,3,AB,BE,BE, , , , , , , , , , , 
2025,      640502001  2,2,2,AB,BE,BE, , , , , , , , , , , 
2025,      640504401  1,1,2,A,BK, , , , , , , , , , , , 
2025,      640504701  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      640506701  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      640507701  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      640509801  1,1,1,A,BC, , , , , , , , , , , , 
2025,      640511801  2,1,2,AB,BX,BCE, ,2,2,2,2,2, , , , , 
2025,      640512901  2,1,3,AB,BCE,BCE, , , , , , , , , , , 
2025,      640512901  2,2,2,AB,BCE,BCE, , , , , , , , , , , 
2025,      640600201  2,1,3,AB,BC,ABC, , , , , , , , , , , 
2025,      640600301  1,1,1,A,B, , , , , , , , , , , , 
2025,      640602301  2,1,2,AB,AB,B, ,2,2,2, , , , , , , 
2025,      640602301  2,2,1,AB,AB,AB, ,2,2,2, , , , , , , 
2025,      640602401  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      640603901  2,1,3,AB,BE,B, , , , , , , , , , , 
2025,      640604501  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      640605001  2,1,2,AB,BE,B, , , , , , , , , , , 
2025,      640606001  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      640705401  2,1,4,AB,B,B, ,1,2,2,2, , , , , , 
2025,      640705601  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      640705701  1,1,2,A,BC, , ,1, , , , , , , , , 
2025,      640705701  1,2,1,A,BC, , ,1, , , , , , , , , 
2025,      640708001  2,1,1,A,BCEK, , ,2, ,2, , , , , , , 
2025,      640708101  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      640708201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      640708501  2,1,2,AB,ACK,CK, , , , , , , , , , , 
2025,      640708601  2,1,3,AB,B,B, ,1,1, , , , , , , , 
2025,      640710201  2,1,3,AB,BK,BK, , , , , , , , , , , 
2025,      640710701  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      640800101  4,1,2,AB,B,B, , , , , , , , , , , 
2025,      640800101  4,2,1,AB,B,B, , , , , , , , , , , 
2025,      640801401  2,1,4,AB,K,K, , ,2, , , , , , , , 
2025,      640804201  6,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      640804301  2,1,2,AB,CK,BCK, , , , , , , , , , , 
2025,      640804501  4,1,1,AB,BK,BK, ,2,2, ,2, , , , , , 
2025,      640804801  2,1,3,AB,BK,K, , , , , , , , , , , 
2025,      640902801  2,1,5,AB,BK,B, ,2, , , , , , , , , 
2025,      641000201  3,1,1,AC,B, ,B, , , , , , , , , , 
2025,      641000401  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      641007701  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      641012001  2,1,6,AB,CK,BCK, , , , , , , , , , , 
2025,      641012201  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      641101601  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      641101601  2,2,1,AB,B,B, , , , , , , , , , , 
2025,      641101701  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      641101801  2,1,1,A,K, , , , , , , , , , , , 
2025,      641101901  2,1,1,A,X, , , , , , , , , , , , 
2025,      641103101  1,1,1,A,B, , , , , , , , , , , , 
2025,      641103401  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      641105101  1,1,7,A,K, , , , , , , , , , , , 
2025,      641105301  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      641105501  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      641204401  1,1,2,A,AB, , , , , , , , , , , , 
2025,      641204801  1,1,2,AB,B,B, , , , , , , , , , , 
2025,      641205001  1,1,2,AB,BC,C, , , , , , , , , , , 
2025,      641300401  1,1,2,A,C, , ,2,2,2,2, , , , , , 
2025,      641301901  1,1,1,A,CIK, , , , , , , , , , , , 
2025,      641303301  2,1,3,Y, , , ,2, , ,2, , , , , , 
2025,      641306501  2,1,3,A,K, , , , , , , , , , , , 
2025,      641403401  1,1,1,A,B, , , , , , , , , , , , 
2025,      641405701  1,1,2,A,K, , ,2,2,2,2, , , , , , 
2025,      641408401  2,1,5,AB,CK,CK, , , , , , , , , , , 
2025,      641500601  1,1,1,A,BC, , , , , , , , , , , , 
2025,      641503401  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      641503401  2,2,1,AB,B,B, , , , , , , , , , , 
2025,      641503501  1,1,2,Y, , , , , , , , , , , , , 
2025,      641503701  1,1,3,Y, , , , , , , , , , , , , 
2025,      641506401  1,1,1,A,B, , , , , , , , , , , , 
2025,      641507001  1,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      641507201  1,1,3,Y, , , , , , , , , , , , , 
2025,      641507201  1,2,2,A,BC, , , , , , , , , , , , 
2025,      641702301  2,1,2,A,CK, , , , , , , , , , , , 
2025,      641703601  4,1,1,AB,B,B, , , , , , , , , , , 
2025,      641704401  2,1,1,AB,BCK,BCK, ,2, , , , , , , , , 
2025,      641800401  2,1,3,A,K, , , , , , , , , , , , 
2025,      641800901  2,1,4,AB,BC,BC, , , , , , , , , , , 
2025,      641802401  2,1,1,A,AK, , , , , , , , , , , , 
2025,      641805401  2,1,2,A,K, , , , , , , , , , , , 
2025,      641805401  2,2,1,A,BK, , , , , , , , , , , , 
2025,      641806401  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      641809901  1,1,3,A,BK, , ,2,2,2,2, , , , , , 
2025,      641905501  2,1,2,AB,B,B, ,2, , , , , , , , , 
2025,      641905801  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      641906401  4,1,1,A,BC, , , , , , , , , , , , 
2025,      641907501  2,1,3,Y, , , , , , , , , , , , , 
2025,      641909101  1,1,2,AB,B,B, , , , , , , , , , , 
2025,      641909101  1,2,1,AB,B,B, , , , , , , , , , , 
2025,      641910901  3,1,1,A,BC, , ,2,2, , , , , , , , 
2025,      642001501  1,1,1,AB,B,B, ,2,2, , , , , , , , 
2025,      642003801  1,1,1,A,K, , , , , , , , , , , , 
2025,      642005401  2,1,2,AB,BC,ABC, , , , , , , , , , , 
2025,      642006701  2,1,1,A,BK, , , , , , , , , , , , 
2025,      642007001  1,1,4,AB,B,B, ,2,2, , , , , , , , 
2025,      642007001  1,2,3,AB,B,B, ,2,2, , , , , , , , 
2025,      642100201  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      642100301  1,1,1,AB,AB,B, , , , , , , , , , , 
2025,      642101901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      642105501  1,1,4,AB,B,B, , , , , , , , , , , 
2025,      642105701  2,1,4,AB,B,B, ,2,2,2, , , , , , , 
2025,      642106201  2,1,4,A,I, , , , , , , , , , , , 
2025,      642200101  1,1,2,AB,B,B, ,2, , , , , , , , , 
2025,      642206501  1,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      642207501  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      642304101  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      642308701  2,1,4,AB,BK,BEK, ,2,2,2,2, , , ,2, , 
2025,      642308901  2,1,2,AB,BEK,K, , , , , , , , , , , 
2025,      642309501  2,1,1,AB,BK,BK, ,2,2, , , , , , , , 
2025,      642405101  1,1,1,A,K, , ,2,2,2,2,2, , ,2,2, 
2025,      642405401  1,1,1,AB,K,K, , , , , , , , , , , 
2025,      642407001  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      642407101  1,1,1,AB,B,B, ,2,2, , , , , , , , 
2025,      642412601  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      642412801  2,1,4,A,K, , ,2,2, , , , , , , , 
2025,      642412801  2,2,3,AB,BK,BEK, ,2,2, , , , , , , , 
2025,      642413001  1,1,4,AB,B,B, , , , , , , , , , , 
2025,      642500201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      642500201  2,2,1,AB,BK,BK, , , , , , , , , , , 
2025,      642500801  2,1,2,AB,B,K, , , , , , , , , , , 
2025,      642501001  3,1,2,A,AB, , , , , , , , , , , , 
2025,      642601001  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      642704901  1,1,2,A,CK, , , , , , , , , , , , 
2025,      642804901  1,1,1,AB,K,K, ,2,2,2, ,2, , ,2, , 
2025,      642806101  2,1,3,AB,ABK,ABK, , , , , , , , , , , 
2025,      642806101  2,2,2,AB,K,K, , , , , , , , , , , 
2025,      642807501  1,1,4,AB,K,K, , , , , , , , , , , 
2025,      642809501  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      642909301  2,1,4,A,K, , ,2,2, , , , , , , , 
2025,      642910301  3,1,1,AB,BI,BI, , , , , , , , , , , 
2025,      643001801  1,1,2,A,K, , ,2, , ,2, , , , ,2, 
2025,      643004301  1,1,2,AB,B,B, , , , , , , , , , , 
2025,      643004301  1,2,1,AB,B,B, , , , , , , , , , , 
2025,      643105101  5,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      643107101  3,1,1,AC,B, ,B, , , , , , , , , , 
2025,      643112401  5,1,2,A,CK, , ,2, , , , , , , , , 
2025,      643113201  3,1,1,A,BEK, , , , , , , , , , , , 
2025,      643113301  2,1,1,AB,ABK,BK, , , , , , , , , , , 
2025,      643204402  1,1,1,A,C, , , , , , , , , , , , 
2025,      643205001  2,1,2,AB,FK,BK, ,2,1, , , , , , , , 
2025,      643205101  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      643205601  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      643300801  2,1,2,AB,AK,ACK, , , , , , , , , , , 
2025,      643302701  1,1,2,ABC,K,K,K, , , , , , , , , , 
2025,      643302701  1,2,1,AF,AK, ,K, , , , , , , , , , 
2025,      643302901  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      643402601  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2025,      643403801  2,1,2,AB,ACK,ACK, , , , , , , , , , , 
2025,      643407001  1,1,3,AB,CK,CK, , , , , , , , , , , 
2025,      643407701  2,1,1,AB,BCK,BK, ,1,1,1, , , , , , , 
2025,      643408501  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      643408501  2,2,3,AB,B,BC, , , , , , , , , , , 
2025,      643411601  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      643419701  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      643503001  1,1,3,AC,K, ,K, , , , , , , , , , 
2025,      643507501  1,1,1,ACE,B, ,B, , , , , , , , , , 
2025,      643600201  2,1,2,AB,ABC,B, ,2, ,2, , , , , , , 
2025,      643609501  1,1,3,AB,K,K, ,2, , , , , , , , , 
2025,      643610102  2,1,3,AB,BK,BK, , , , , , , , , , , 
2025,      643610102  2,2,2,AB,BK,BK, , , , , , , , , , , 
2025,      643610201  2,1,2,AF,C, ,C, , , , , , , , , , 
2025,      643613001  2,1,2,AB,A,A, , , , , , , , , , , 
2025,      643613201  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      643613201  2,2,2,AB,AK,K, , , , , , , , , , , 
2025,      643701001  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      643705001  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      643705801  2,1,3,ABD,K,K,BK, , , , , , , , , , 
2025,      643705801  2,2,2,ABD,AK,K,BK, , , , , , , , , , 
2025,      643800801  6,1,1,Y, , , , , , , , , , , , , 
2025,      643805001  1,1,2,A,BE, , , ,2, , , , , ,2, , 
2025,      643805401  2,1,1,AB,BC,B, , , , , , , , , , , 
2025,      643806501  3,1,2,AC,K, ,K, , , , , , , , , , 
2025,      643806701  1,1,1,A,BC, , , , , , , , , , , , 
2025,      643806901  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      643807701  2,1,5,BD, ,E,BC, , , , , , , , , , 
2025,      643901101  1,1,2,A,K, , ,2, , , , , , , , , 
2025,      643904301  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      643904301  2,2,1,AB,BK,BK, , , , , , , , , , , 
2025,      643904601  1,1,1,A,K, , , , , , , , , , , , 
2025,      643907601  2,1,4,AB,B,B, ,2, , , , , , , , , 
2025,      643914701  1,1,4,AF,BK, ,K, , , , , , , , , , 
2025,      644006801  1,1,2,AB,BCK,BCK, , , , , , , , , , , 
2025,      644007801  3,1,2,AC,K, ,BK, , , , , , , , , , 
2025,      644007801  3,2,1,AC,ABK, ,BK, , , , , , , , , , 
2025,      644011301  2,1,6,AF,CK, ,K,2,2, , , , , , , , 
2025,      644100201  2,1,4,AB,B,B, ,2,2,2,2, , , ,2, , 
2025,      644100501  1,1,2,A,K, , , , , , , , , , , , 
2025,      644100801  5,1,3,AB,K,K, , , , , , , , , , , 
2025,      644107201  2,1,3,AB,K,K, ,1,1, , , , , , , , 
2025,      644112101  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      644112301  2,1,3,AB,ABK,BK, ,1,1,2,2, , , , , , 
2025,      644202701  3,1,3,AB,ABC,B, , , , , , , , , , , 
2025,      644202701  3,2,2,AB,AB,B, , , , , , , , , , , 
2025,      644204101  2,1,3,AB,BK,BEK, ,1,1,1, , , , , , , 
2025,      644208101  2,1,2,AB,ACK,ACK, , , , , , , , , , , 
2025,      644208601  2,1,6,AB,B,AB, , , , , , , , , , , 
2025,      644211601  2,1,3,AB,BK,AE, ,2,2, , , , , , , , 
2025,      644211601  2,2,2,AB,ABK,ABEK, ,2,2, , , , , , , , 
2025,      644211601  2,3,1,AB,ABK,ABK, ,2,2, , , , , , , , 
2025,      644214901  2,1,2,AB,K,K, ,1, , , , , , , , , 
2025,      644308501  3,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      644313001  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      644314901  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      644400501  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      644401001  2,1,2,ABC,AK,B,K, , , , , , , , , , 
2025,      644402801  1,1,4,A,K, , , , , , , , , , , , 
2025,      644402801  1,2,3,A,K, , , , , , , , , , , , 
2025,      644403301  1,1,3,A,AB, , , , , , , , , , , , 
2025,      644413601  5,1,1,AC,K, ,K, , , , , , , , , , 
2025,      644415201  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      644417001  2,1,1,AB,BC,K, , , , , , , , , , , 
2025,      644418501  1,1,3,AB,ABGI,B, , , , , , , , , , , 
2025,      644500301  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      644500401  6,1,2,AC,K, ,K, , , , , , , , , , 
2025,      644500501  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      644507001  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      644507201  1,1,3,AB,B,B, ,1,1,1,1, , , , ,2, 
2025,      644509701  2,1,2,AB,K,K, ,2,2,2, , , , , , , 
2025,      644509801  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      644600201  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      644600401  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      644600801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      644602001  4,1,1,AB,FK,BEK, , , , , , , , , , , 
2025,      644602101  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      644602201  2,1,2,AB,ABK,ABK, ,2,2,2,2, , , , , , 
2025,      644602201  2,2,1,AB,ABK,ABK, ,1,1,1,1, , , , , , 
2025,      644602301  2,1,7,AB,K,K, , , , , , , , , , , 
2025,      644701201  3,1,2,A,BK, , , , , , , , , , , , 
2025,      644702901  2,1,5,AB,BC,B, , , , , , , , , , , 
2025,      644705001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      644705001  2,2,1,AB,CK,CK, , , , , , , , , , , 
2025,      644705701  2,1,2,AB,ABCK,ABCK, , , , , , , , , , , 
2025,      644802001  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      644802301  4,1,2,AB,K,K, , , , , , , , , , , 
2025,      644802301  4,2,1,AB,K,K, , , , , , , , , , , 
2025,      644806701  2,1,4,AB,C,C, , , , , , , , , , , 
2025,      644806701  2,2,3,AB,C,C, , , , , , , , , , , 
2025,      644807101  5,1,2,A,BE, , , , , , , , , , , , 
2025,      644807901  1,1,4,A,EK, , ,2,2,2,2,2, ,2,2,2, 
2025,      644808001  2,1,1,AB,CE,CE, , , , , , , , , , , 
2025,      644905701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      644906301  1,1,3,A,BC, , ,2,2,2, ,2, , ,2,2, 
2025,      644906401  4,1,1,AC,BK, ,BK, , , , , , , , , , 
2025,      644906501  2,1,3,AB,EK,K, , , , , , , , , , , 
2025,      644906601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      644908101  2,1,6,AB,BK,BK, , , , , , , , , , , 
2025,      644908201  3,1,1,ACE,BCK, ,B, , , , , , , , , , 
2025,      644908301  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      644908401  1,1,3,A,BC, , ,1,1,1,1, , , ,2, , 
2025,      645000601  3,1,1,A,BC, , ,2, , , , , , , , , 
2025,      645003301  2,1,1,AC,B, ,B, , , , , , , , , , 
2025,      645003501  2,1,6,A,AB, , ,2, , , , , , ,2,2, 
2025,      645003501  2,2,5,A,AB, , ,2, , , , , , ,2,2, 
2025,      645003501  2,3,4,A,AB, , ,2, , , , , , ,2,2, 
2025,      645004501  2,1,2,A,AB, , , , , , , , , , , , 
2025,      645008901  2,1,2,AB,ABC,B, , , , , , , , , , , 
2025,      645010301  1,1,3,A,AB, , , , , , , , , , , , 
2025,      645010301  1,2,2,A,B, , , , , , , , , , , , 
2025,      645103001  1,1,3,Y, , , , , , , , , , , , , 
2025,      645103001  1,2,2,Y, , , , , , , , , , , , , 
2025,      645104501  1,1,2,A,BK, , ,2,2,2,2, , , , , , 
2025,      645109101  2,1,1,AB,BK,B, , , , , , , , , , , 
2025,      645204601  2,1,1,AB,AC,B, , , , , , , , , , , 
2025,      645208401  3,1,2,AB,B,B, , , , , , , , , , , 
2025,      645309301  1,1,2,A,BC, , , , , , , , , , , , 
2025,      645309301  1,2,1,A,ABCE, , , , , , , , , , , , 
2025,      645402401  1,1,3,A,AB, , , , , , , , , , , , 
2025,      645405101  2,1,1,A,BK, , , , , , , , , , , , 
2025,      645408301  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      645408501  3,1,1,AB,BK,B, , , , , , , , , , , 
2025,      645409301  1,1,2,A,AB, , , , , , , , , , , , 
2025,      645409601  1,1,1,A,BK, , , , , , , , , , , , 
2025,      645501501  2,1,1,AB,BK,B, , , , , , , , , , , 
2025,      645503701  2,1,2,Y, , , , , , , , , , , , , 
2025,      645511501  4,1,1,Y, , , , , , , , , , , , , 
2025,      645601601  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      645602101  1,1,2,AC,C, ,K, , , , , , , , , , 
2025,      645602101  1,2,1,AC,CK, ,C, , , , , , , , , , 
2025,      645606301  4,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      645701201  3,1,1,A,K, , ,1,1,1,1, ,1,1,1, , 
2025,      645800601  2,1,2,AB,K,BK, , , , , , , , , , , 
2025,      645801901  2,1,2,A,B, , , , , , , , , , , , 
2025,      645802101  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      645806501  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2025,      645901401  5,1,1,ACE,BK, ,BK,2,2,2,2, , , ,2,2, 
2025,      645908101  1,1,1,A,K, , , , , , , , , , , , 
2025,      646002601  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      646005501  1,1,2,AD,BGK, ,BE, , , , , , , , , , 
2025,      646101201  1,1,1,AB,B,B, , , , , , , , , , , 
2025,      646108801  3,1,4,AB,B,B, , , , , , , , , , , 
2025,      646200501  2,1,3,A,K, , ,2, , , , , , ,2,2, 
2025,      646203401  2,1,3,AB,B,B, ,1,1,1, , , , , , , 
2025,      646210401  2,1,1,AX,CG, ,K, , , , , , , , , , 
2025,      646212401  2,1,2,AB,B,BC, , , , , , , , , , , 
